,filename,width,height,class,xmin,ymin,xmax,ymax
1678,262_montreal-game04_aa_000335.jpg,800,600,ball,72,168,106,200
2916,196_output_00918.jpg,1920,1080,ball,991,246,1161,409
664,291_10-framed8620.jpg,1280,720,ball,327,96,346,112
2385,7_leipzig_robocup16_000.226.jpg,800,600,ball,406,327,462,386
3681,36_euro_ball_game_1_m_00529.jpg,800,600,ball,438,297,496,359
4319,157_sequences_jasper_euro_ball_1_d_00304.jpg,800,600,ball,544,235,587,278
1731,260_montreal-game01_aa_000100.jpg,800,600,ball,269,224,301,255
402,294_56-framed4997.jpg,1280,720,ball,421,448,546,586
3992,258_cframe0269.jpg,640,360,ball,362,124,515,277
202,292_26-framed3278.jpg,960,720,ball,56,454,97,495
3927,35_euro_ball_01_a_00005.jpg,800,600,ball,144,124,207,189
3020,295_75-framed3434.jpg,1280,720,ball,706,463,731,490
2718,5_img_fr_nov15_000.443.jpg,800,600,ball,80,268,205,389
1111,81_test_nagoya_game_c_00058.jpg,800,600,ball,516,363,603,448
3367,293_33-framed10975-1.jpg,1280,634,ball,294,269,359,330
4104,36_euro_ball_game_1_n_00191.jpg,800,600,ball,581,389,611,425
51,294_60-framed23339-1.jpg,1280,612,ball,394,394,442,429
1783,166_frame4655.jpg,640,360,ball,239,185,255,202
3182,293_42-framed13582.jpg,1280,720,ball,521,447,637,573
3160,293_43-framed3013.jpg,1280,720,ball,718,338,778,376
1656,262_montreal-game04_ab_000222.jpg,800,600,ball,220,84,248,112
941,291_10-framed36452.jpg,1280,720,ball,250,83,277,118
778,292_19-framed1870.jpg,1280,720,ball,500,454,613,546
3833,36_euro_ball_game_1_g_00303.jpg,800,600,ball,327,182,367,227
2106,IMG_20181001_165448377_BURST003.jpg,3264,1836,ball,981,386,1410,804
198,292_26-framed888.jpg,960,720,ball,369,374,421,437
1374,260_montreal-game01_ak_000171.jpg,800,600,ball,618,18,636,36
3772,36_euro_ball_game_1_k_00035.jpg,800,600,ball,150,145,191,185
2756,34_leipzig_robocup16_000.654.jpg,800,600,ball,365,291,392,314
2542,197_1525455608.161504frame07655.jpg,640,360,ball,569,135,640,242
2327,7_leipzig_robocup16_euroball6.jpg,800,600,ball,343,299,375,333
3323,293_34-framed12322.jpg,1920,1080,ball,561,734,660,817
2838,197_1525454921.9163823frame02150.jpg,640,360,ball,180,183,224,223
1653,262_montreal-game04_ab_000287.jpg,800,600,ball,476,288,504,316
1488,260_montreal-game01_af_000185.jpg,800,600,ball,513,381,550,417
393,294_57-framed1275.jpg,1280,720,ball,781,350,825,400
2276,IMG_20181003_152400696_BURST022.jpg,3264,1836,ball,927,397,2101,1544
74,294_52-framed29513-1.jpg,1280,626,ball,698,465,732,499
3002,295_75-framed7435.jpg,1280,720,ball,1015,384,1051,422
1803,166_frame4041.jpg,640,360,ball,277,167,298,185
2221,IMG_20181001_165013012.jpg,4096,2304,ball,1769,720,2193,1123
3777,36_euro_ball_game_1_j_00096.jpg,800,600,ball,232,239,278,286
3614,293_31-framed6309.jpg,1280,720,ball,581,355,603,389
2885,196_output_01370.jpg,1920,1080,ball,801,400,1164,768
2214,IMG_20181001_165017062_BURST005.jpg,4096,2304,ball,1776,1190,2388,1890
2112,IMG_20181001_165426147_BURST005.jpg,1836,3264,ball,0,1522,820,2541
3483,295_69-framed2668.jpg,1280,720,ball,616,429,644,458
366,294_58-framed2237.jpg,1280,720,ball,260,232,314,295
4306,157_sequences_jasper_euro_ball_1_g_00078.jpg,800,600,ball,476,269,580,371
2337,7_leipzig_robocup16_euroball208.jpg,800,600,ball,236,257,303,323
1584,260_montreal-game01_ac_000081.jpg,800,600,ball,355,491,380,514
1898,166_frame2002.jpg,640,360,ball,286,159,309,178
1455,260_montreal-game01_ag_000091.jpg,800,600,ball,633,228,651,247
2294,IMG_20181001_164928824_BURST003.jpg,4096,2304,ball,2132,1480,2576,1903
3375,293_32-framed955.jpg,1280,720,ball,249,178,275,203
1238,6_jun16_seq_pos_000.073.jpg,800,600,ball,563,355,635,427
2047,IMG_20181003_152400696_BURST004.jpg,3264,1836,ball,1324,638,2214,1495
516,291_6-framed1047.jpg,1280,720,ball,468,415,521,466
494,291_7-framed150.jpg,1280,720,ball,482,354,514,394
2102,IMG_20181001_165458537_BURST002.jpg,3264,1836,ball,1678,804,1860,975
1330,260_montreal-game01_al_000139.jpg,800,600,ball,334,223,390,277
1046,291_1-framed19059.jpg,1280,720,ball,889,195,931,250
1375,260_montreal-game01_ak_000171.jpg,800,600,ball,158,167,193,202
1280,260_montreal-game01_ao_000197.jpg,800,600,ball,207,180,260,231
3525,295_67-framed1552.jpg,1280,720,ball,521,304,579,363
3908,35_euro_ball_01_f_00439.jpg,800,600,ball,291,270,339,324
2353,7_leipzig_robocup16_000.821.jpg,800,600,ball,266,304,342,382
299,291_9-framed13996.jpg,1280,720,ball,155,502,183,549
1352,260_montreal-game01_ak_000370.jpg,800,600,ball,501,0,519,14
3429,293_32-framed19494.jpg,1280,720,ball,252,146,275,175
498,291_6-framed822.jpg,1280,720,ball,602,252,681,327
1599,260_montreal-game01_ab_000152.jpg,800,600,ball,492,146,512,165
1926,154_sequences_misc_ball_1_00046.jpg,800,600,ball,390,121,438,173
2580,197_1525455461.9707932frame06499.jpg,640,360,ball,462,174,520,231
3946,30_leipzig_robocup16_008.546.jpg,800,600,ball,267,63,350,158
2949,196_output_00445.jpg,1920,1080,ball,1066,770,1303,1009
1921,159_wolves_test_a_032.jpg,640,480,ball,129,181,145,200
3676,36_euro_ball_game_1_m_00592.jpg,800,600,ball,505,270,571,337
1835,166_frame3241.jpg,640,360,ball,270,50,290,69
1349,260_montreal-game01_al_000037.jpg,800,600,ball,128,363,181,419
4121,251_11_06_2018__16_05_08_1876_lower.jpg,320,240,ball,134,53,208,130
4338,157_sequences_jasper_euro_ball_1_c_00104.jpg,800,600,ball,326,269,371,314
1489,260_montreal-game01_af_000172.jpg,800,600,ball,674,175,693,193
4392,156_sequences_jasper_kicking_euro_ball_00620.jpg,800,600,ball,574,330,668,427
3944,30_leipzig_robocup16_008.564.jpg,800,600,ball,372,366,462,455
1415,260_montreal-game01_aj_000020.jpg,800,600,ball,464,413,496,444
1465,260_montreal-game01_ag_000030.jpg,800,600,ball,465,84,485,103
2861,197_1525454889.8001478frame01888.jpg,640,360,ball,233,173,281,205
1739,168_frame0395.jpg,640,360,ball,356,150,374,167
1667,262_montreal-game04_ab_000091.jpg,800,600,ball,360,420,390,448
2181,IMG_20181001_165213168_BURST000_COVER.jpg,3264,1836,ball,1211,284,2396,1479
2469,197_1525455814.9924796frame09308.jpg,640,360,ball,281,227,320,262
670,292_24-framed5715-1.jpg,1280,598,ball,321,321,425,417
1863,166_frame2670.jpg,640,360,ball,275,149,294,168
3803,36_euro_ball_game_1_h_00308.jpg,800,600,ball,25,176,69,219
3904,35_euro_ball_01_g_00040.jpg,800,600,ball,343,22,458,136
2810,197_1525454967.0735793frame02519.jpg,640,360,ball,321,128,372,176
59,294_60-framed150-1.jpg,1280,612,ball,666,205,687,226
3797,36_euro_ball_game_1_h_00408.jpg,800,600,ball,309,473,351,515
2176,IMG_20181001_165213168_BURST005.jpg,3264,1836,ball,1109,504,2337,1737
2813,197_1525454960.0910563frame02465.jpg,640,360,ball,155,112,195,152
4042,258_aframe0116.jpg,640,360,ball,165,64,349,252
2335,7_leipzig_robocup16_euroball212.jpg,800,600,ball,175,292,244,358
318,291_8-framed2539-1.jpg,1280,648,ball,516,533,645,649
2313,IMG_20181001_164905033.jpg,4096,2304,ball,989,1264,2388,2307
437,294_55-framed17011-1.jpg,960,720,ball,457,531,493,564
3333,293_33-framed9262-1.jpg,1280,634,ball,1023,395,1051,423
519,291_5-framed7656.jpg,1280,504,ball,358,197,449,275
3967,25_ball_move_1_00673.jpg,800,600,ball,618,189,671,244
1923,154_sequences_misc_ball_1_00069.jpg,800,600,ball,392,107,433,149
80,294_52-framed24284-1.jpg,1280,626,ball,649,448,683,482
2803,197_1525455019.9008491frame02943.jpg,640,360,ball,348,35,404,89
1480,260_montreal-game01_af_000211.jpg,800,600,ball,608,241,627,257
1959,IMG_20181003_153059718_BURST016.jpg,3264,1836,ball,1651,745,2535,1560
2609,197_1525455346.3608761frame05560.jpg,640,360,ball,353,276,463,358
2201,IMG_20181001_165032856_BURST003.jpg,4096,2304,ball,175,81,827,773
1069,81_test_nagoya_game_d_00416.jpg,800,600,ball,399,110,433,144
9,294_64-framed2970-1.jpg,1280,612,ball,787,421,835,471
3962,25_ball_move_1_00990.jpg,800,600,ball,56,155,116,212
808,292_18-framed2993.jpg,1280,720,ball,517,266,544,310
3974,25_ball_move_1_00024.jpg,800,600,ball,393,86,419,110
2804,197_1525455013.2572939frame02893.jpg,640,360,ball,313,242,385,315
177,292_29-framed2424.jpg,1280,720,ball,667,358,809,500
3319,293_34-framed13467.jpg,1920,1080,ball,695,381,734,435
3779,36_euro_ball_game_1_j_00077.jpg,800,600,ball,144,192,188,241
527,291_4-framed9574-1.jpg,1280,598,ball,506,268,606,368
3152,293_43-framed5877.jpg,1280,720,ball,483,241,588,335
2554,197_1525455572.617327frame07363.jpg,640,360,ball,239,8,293,62
3745,36_euro_ball_game_1_k_00379.jpg,800,600,ball,480,129,520,167
3068,295_74-framed3449-1.jpg,1280,662,ball,600,364,641,433
2375,7_leipzig_robocup16_000.452.jpg,800,600,ball,507,345,625,447
3355,293_33-framed2266-1.jpg,1280,634,ball,679,465,736,518
999,291_10-framed13460.jpg,1280,720,ball,295,89,323,116
3363,293_33-framed12831-1.jpg,1280,634,ball,123,304,140,321
4266,36_euro_ball_game_1_c_00082.jpg,800,600,ball,197,149,224,178
151,294_49-framed1870.jpg,1280,720,ball,620,340,691,415
650,291_11-framed4430.jpg,1280,720,ball,787,382,864,484
549,291_4-framed15287-1.jpg,1280,598,ball,519,360,608,441
1509,260_montreal-game01_af_000125.jpg,800,600,ball,380,206,413,237
3052,295_75-framed1149.jpg,1280,720,ball,669,343,697,369
3896,35_euro_ball_01_h_00126.jpg,800,600,ball,376,193,512,316
82,294_52-framed21468-1.jpg,1280,626,ball,603,336,638,368
156,294_48-framed429.jpg,1280,720,ball,671,508,728,582
539,291_4-framed6290-1.jpg,1280,598,ball,183,45,291,140
2422,20_aufnahme51_FullPic.jpg,640,480,ball,208,302,232,325
2898,196_output_01112.jpg,1920,1080,ball,650,472,917,737
2962,196_output_00243.jpg,1920,1080,ball,881,242,1040,387
3662,36_euro_ball_game_1_m_00750.jpg,800,600,ball,273,327,340,395
4387,156_sequences_jasper_kicking_euro_ball_00685.jpg,800,600,ball,324,82,448,207
2954,196_output_00375.jpg,1920,1080,ball,988,317,1186,492
587,291_3-framed2993.jpg,1280,720,ball,718,423,844,557
1631,252_11_06_2018__16_14_08_3243_lower.jpg,320,240,ball,162,51,236,122
2229,IMG_20181001_164956421.jpg,4096,2304,ball,767,0,2684,1863
90,294_52-framed16641-1.jpg,1280,626,ball,749,370,785,400
2603,197_1525455359.8459885frame05676.jpg,640,360,ball,74,219,172,306
4451,153_sequences_euro_ball_robot_1_c_00014.jpg,800,600,ball,378,292,419,333
3909,35_euro_ball_01_f_00405.jpg,800,600,ball,170,290,215,339
1685,262_montreal-game04_aa_000236.jpg,800,600,ball,698,326,732,360
3261,293_36-framed12469.jpg,1280,720,ball,490,297,529,346
899,291_10-framed4990.jpg,1280,720,ball,348,20,390,69
2837,197_1525454923.6127071frame02164.jpg,640,360,ball,73,199,121,241
223,292_25-framed23621-1.jpg,1280,612,ball,603,372,696,469
3117,293_46-framed3859.jpg,1280,720,ball,539,527,627,605
1164,81_test_nagoya_game_a_00309.jpg,800,600,ball,254,305,289,341
384,294_57-framed2796.jpg,1280,720,ball,362,471,481,569
2370,7_leipzig_robocup16_000.519.jpg,800,600,ball,62,289,153,373
1606,260_montreal-game01_ab_000125.jpg,800,600,ball,331,376,366,413
3088,295_72-framed1988.jpg,1280,720,ball,492,541,595,644
4353,157_sequences_jasper_euro_ball_1_a_00056.jpg,800,600,ball,224,202,275,247
2015,IMG_20181003_152945215_BURST004.jpg,3264,1836,ball,1940,1152,2417,1592
3370,293_33-framed10118-1.jpg,1280,634,ball,899,404,979,478
2574,197_1525455500.4211166frame06799.jpg,640,360,ball,385,199,465,276
2293,IMG_20181001_164928824_BURST004.jpg,4096,2304,ball,1863,484,2374,982
3762,36_euro_ball_game_1_k_00151.jpg,800,600,ball,513,321,549,358
1453,260_montreal-game01_ag_000094.jpg,800,600,ball,606,237,627,256
2418,5_jan16_seq__000.230.jpg,800,600,ball,386,244,417,275
1963,IMG_20181003_153059718_BURST011.jpg,3264,1836,ball,0,1115,1147,1838
1897,166_frame2011.jpg,640,360,ball,284,155,307,174
1870,166_frame2480.jpg,640,360,ball,265,180,283,197
4520,13_leipzig_robocup16_000.707.jpg,800,600,ball,509,456,651,599
4413,156_sequences_jasper_kicking_euro_ball_00335.jpg,800,600,ball,290,52,326,87
386,294_57-framed261.jpg,1280,720,ball,132,262,224,335
1941,14_leipzig_robocup16_001.927.jpg,800,600,ball,326,527,380,588
961,291_10-framed2570.jpg,1280,720,ball,321,92,348,120
4428,155_sequences_misc_ball_robot_1_b_00018.jpg,800,600,ball,385,174,469,256
2900,196_output_01105.jpg,1920,1080,ball,686,443,932,686
3073,295_74-framed1870-1.jpg,1280,662,ball,662,336,719,393
1209,6_jun16_seq_pos_000.730.jpg,800,600,ball,187,250,218,284
1466,260_montreal-game01_ag_000030.jpg,800,600,ball,397,276,440,321
2167,IMG_20181001_165213168_BURST014.jpg,3264,1836,ball,1522,509,2004,975
1350,260_montreal-game01_ak_000373.jpg,800,600,ball,8,129,45,163
558,291_4-framed12431-1.jpg,1280,598,ball,756,258,834,323
2952,196_output_00418.jpg,1920,1080,ball,1135,774,1384,1023
3559,295_66-framed15902.jpg,1280,720,ball,871,148,895,182
627,291_2-framed1038.jpg,1280,720,ball,317,490,415,590
917,291_10-framed40889.jpg,1280,720,ball,242,85,279,120
3853,36_euro_ball_game_1_f_00087.jpg,800,600,ball,478,217,512,254
6,294_64-framed4522-1.jpg,1280,612,ball,391,324,446,389
2187,IMG_20181001_165045542_BURST007.jpg,4096,2304,ball,0,13,3269,2307
3237,293_38-framed2043-1.jpg,960,396,ball,441,188,489,224
4398,156_sequences_jasper_kicking_euro_ball_00472.jpg,800,600,ball,462,176,540,259
3099,295_70-framed5135.jpg,1280,720,ball,640,122,695,178
1353,260_montreal-game01_ak_000365.jpg,800,600,ball,24,165,61,201
552,291_4-framed14430-1.jpg,1280,598,ball,555,319,634,380
3801,36_euro_ball_game_1_h_00371.jpg,800,600,ball,34,430,72,476
3664,36_euro_ball_game_1_m_00694.jpg,800,600,ball,37,192,111,261
96,294_51-framed6988-1.jpg,1280,598,ball,651,323,722,388
2230,IMG_20181003_152540513_BURST010.jpg,3264,1836,ball,933,96,1576,825
4515,13_leipzig_robocup16_001.058.jpg,800,600,ball,437,329,497,388
2213,IMG_20181001_165017062_BURST006.jpg,4096,2304,ball,2489,531,3067,1137
1737,260_montreal-game01_aa_000048.jpg,800,600,ball,2,28,21,47
2215,IMG_20181001_165017062_BURST004.jpg,4096,2304,ball,1809,659,2435,1251
3067,295_74-framed3879-1.jpg,1280,662,ball,557,380,596,429
688,292_24-framed16276-1.jpg,1280,598,ball,357,101,406,152
423,294_55-framed7865-1.jpg,960,720,ball,454,440,499,479
234,292_24-framed8569-1.jpg,1280,598,ball,888,266,998,374
2821,197_1525454950.3230848frame02381.jpg,640,360,ball,385,173,441,227
2109,IMG_20181001_165448377_BURST000_COVER.jpg,3264,1836,ball,1388,230,1844,659
3362,293_33-framed12974-1.jpg,1280,634,ball,628,273,657,296
1746,168_frame0224.jpg,640,360,ball,459,131,478,150
3102,295_70-framed3283.jpg,1280,720,ball,753,385,857,486
165,294_48-framed2002.jpg,1280,720,ball,413,458,468,523
1065,81_test_nagoya_game_d_00433.jpg,800,600,ball,456,129,492,164
454,294_55-framed11580-1.jpg,960,720,ball,413,427,454,466
2074,IMG_20181003_152328433.jpg,3264,1836,ball,1335,922,1763,1351
3464,293_32-framed1358.jpg,1280,720,ball,214,262,250,281
2394,5_jan16_seq__000.875.jpg,800,600,ball,349,276,451,382
3870,36_euro_ball_game_1_d_00325.jpg,800,600,ball,36,223,88,266
3438,293_32-framed1761.jpg,1280,720,ball,307,254,338,285
266,291_9-framed9570.jpg,1280,720,ball,445,386,478,429
1838,166_frame3200.jpg,640,360,ball,305,228,323,245
624,291_2-framed1352.jpg,1280,720,ball,716,464,809,557
4207,15_leipzig_robocup16_002.876.jpg,800,600,ball,590,494,633,540
3480,295_69-framed3127.jpg,1280,720,ball,668,448,713,492
1028,291_1-framed36761.jpg,1280,720,ball,893,216,927,254
3389,293_32-framed6194.jpg,1280,720,ball,1072,148,1099,173
2172,IMG_20181001_165213168_BURST009.jpg,3264,1836,ball,820,0,2798,1399
4082,36_euro_ball_game_1_n_00555.jpg,800,600,ball,173,389,208,422
3557,295_66-framed17191.jpg,1280,720,ball,618,219,644,245
103,294_51-framed3769-1.jpg,1280,598,ball,366,295,449,366
893,291_10-framed52183.jpg,1280,720,ball,1068,209,1114,256
3051,295_75-framed11721.jpg,1280,720,ball,671,545,726,604
1736,260_montreal-game01_aa_000051.jpg,800,600,ball,146,176,178,207
3133,293_45-framed15337-1.jpg,1280,612,ball,573,350,659,426
1027,291_1-framed3770.jpg,1280,720,ball,140,287,181,340
1208,6_jun16_seq_pos_000.757.jpg,800,600,ball,521,320,595,396
2849,197_1525454901.031179frame01983.jpg,640,360,ball,399,12,449,65
3248,293_37-framed578.jpg,1280,579,ball,776,474,872,562
637,291_12-framed2697.jpg,1280,720,ball,502,451,559,506
3661,36_euro_ball_game_1_m_00755.jpg,800,600,ball,322,343,390,410
211,292_26-framed2026.jpg,960,720,ball,323,361,360,397
3150,293_44-framed1273.jpg,1280,720,ball,514,473,584,533
2247,IMG_20181003_152509603_BURST014.jpg,3264,1836,ball,783,809,3044,1838
2611,197_1525455318.147954frame05322.jpg,640,360,ball,359,298,456,359
217,292_26-framed1514.jpg,960,720,ball,564,333,628,396
1120,81_test_nagoya_game_b_00298.jpg,800,600,ball,268,85,306,117
2612,197_1525455317.3324203frame05315.jpg,640,360,ball,361,298,458,359
449,294_55-framed12866-1.jpg,960,720,ball,496,350,534,394
3541,295_66-framed578.jpg,1280,720,ball,875,292,907,322
2964,196_output_00230.jpg,1920,1080,ball,453,229,606,374
3611,293_31-framed971.jpg,1280,720,ball,691,524,736,577
603,291_3-framed15366.jpg,1280,720,ball,626,453,738,571
2369,7_leipzig_robocup16_000.521.jpg,800,600,ball,86,294,179,389
4036,258_aframe0213.jpg,640,360,ball,258,154,356,252
3357,293_33-framed14972-1.jpg,1280,634,ball,630,273,655,300
1978,IMG_20181003_153043498_BURST012.jpg,3264,1836,ball,1254,413,1924,1061
3408,293_32-framed3776.jpg,1280,720,ball,751,152,774,175
2396,5_jan16_seq__000.811.jpg,800,600,ball,696,97,752,158
4324,157_sequences_jasper_euro_ball_1_d_00197.jpg,800,600,ball,23,245,94,312
4426,155_sequences_misc_ball_robot_1_b_00204.jpg,800,600,ball,235,309,290,358
81,294_52-framed2161-1.jpg,1280,626,ball,609,345,647,380
4411,156_sequences_jasper_kicking_euro_ball_00340.jpg,800,600,ball,316,62,351,99
1467,260_montreal-game01_af_000297.jpg,800,600,ball,216,69,236,87
3028,295_75-framed1863.jpg,1280,720,ball,683,390,714,421
272,291_9-framed7143.jpg,1280,720,ball,455,380,492,443
158,294_48-framed3688.jpg,1280,720,ball,612,549,673,606
1868,166_frame2505.jpg,640,360,ball,214,157,233,174
1279,260_montreal-game01_ao_000210.jpg,800,600,ball,291,182,344,233
1559,260_montreal-game01_ac_000219.jpg,800,600,ball,173,63,200,89
2645,197_1525455263.2243388frame04850.jpg,640,360,ball,529,58,597,123
2323,7_leipzig_robocup16_euroball72.jpg,800,600,ball,619,201,677,258
2676,197_1525455186.9127057frame04246.jpg,640,360,ball,196,110,273,187
3105,295_69-framed664.jpg,1280,720,ball,257,581,363,685
2846,197_1525454904.6350698frame02014.jpg,640,360,ball,71,32,128,87
4143,160_frame0195.jpg,640,360,ball,572,236,637,298
1082,81_test_nagoya_game_d_00174.jpg,800,600,ball,588,295,621,330
1511,260_montreal-game01_af_000121.jpg,800,600,ball,508,6,525,25
4231,157_sequences_jasper_euro_ball_1_h_00017.jpg,800,600,ball,233,306,261,335
2225,IMG_20181001_165004608.jpg,4096,2304,ball,0,0,1204,1312
565,291_3-framed9961.jpg,1280,720,ball,647,431,740,531
1846,166_frame2994.jpg,640,360,ball,257,151,278,170
1162,81_test_nagoya_game_a_00344.jpg,800,600,ball,341,388,376,424
4403,156_sequences_jasper_kicking_euro_ball_00417.jpg,800,600,ball,513,303,564,351
849,292_17-framed1760.jpg,1280,720,ball,554,168,595,211
2977,196_output_00005.jpg,1920,1080,ball,898,524,1109,732
3215,293_40-framed1541-4.jpg,640,360,ball,322,194,354,230
1117,81_test_nagoya_game_b_00321.jpg,800,600,ball,353,146,384,178
1674,262_montreal-game04_aa_000386.jpg,800,600,ball,176,284,212,316
2108,IMG_20181001_165448377_BURST001.jpg,3264,1836,ball,1495,418,1908,809
4,294_64-framed5227-1.jpg,1280,612,ball,1036,417,1097,473
3395,293_32-framed552.jpg,1280,720,ball,70,163,102,194
2242,IMG_20181003_152532107.jpg,3264,1836,ball,0,1067,1758,1838
3976,258_cframe0383.jpg,640,360,ball,375,42,589,249
4089,36_euro_ball_game_1_n_00465.jpg,800,600,ball,619,382,658,418
3263,293_36-framed10416.jpg,1280,720,ball,519,321,557,364
2834,197_1525454924.7559452frame02173.jpg,640,360,ball,620,241,640,288
1713,260_montreal-game01_aa_000197.jpg,800,600,ball,522,381,551,409
1445,260_montreal-game01_ai_000021.jpg,800,600,ball,376,325,400,350
4331,157_sequences_jasper_euro_ball_1_d_00047.jpg,800,600,ball,434,200,563,332
1087,81_test_nagoya_game_d_00005.jpg,800,600,ball,131,101,170,136
1675,262_montreal-game04_aa_000353.jpg,800,600,ball,18,220,54,254
1291,260_montreal-game01_an_000111.jpg,800,600,ball,546,356,604,413
755,292_20-framed4604.jpg,1280,720,ball,287,387,364,444
4440,155_sequences_misc_ball_robot_1_a_00147.jpg,800,600,ball,245,310,313,378
2131,IMG_20181001_165345999_BURST001.jpg,3264,1836,ball,922,48,2353,1490
2177,IMG_20181001_165213168_BURST004.jpg,3264,1836,ball,1265,204,2374,1292
2693,197_1525455115.6709776frame03682.jpg,640,360,ball,228,107,313,195
4178,15_leipzig_robocup16_003.308.jpg,800,600,ball,356,260,401,304
2657,197_1525455240.6719282frame04659.jpg,640,360,ball,233,228,324,318
4345,157_sequences_jasper_euro_ball_1_b_00020.jpg,800,600,ball,341,272,392,322
1024,291_1-framed41588.jpg,1280,720,ball,893,177,939,216
1109,81_test_nagoya_game_c_00092.jpg,800,600,ball,628,409,719,499
748,292_21-framed2584.jpg,1280,720,ball,661,429,695,458
994,291_10-framed13864.jpg,1280,720,ball,293,83,323,112
3709,36_euro_ball_game_1_m_00242.jpg,800,600,ball,702,145,764,206
2023,IMG_20181003_152540513_BURST020.jpg,3264,1836,ball,1399,0,1983,611
3017,295_75-framed4149.jpg,1280,720,ball,639,311,671,341
1181,81_test_nagoya_game_a_00016.jpg,800,600,ball,453,83,486,119
123,294_51-framed11011-1.jpg,1280,598,ball,484,220,533,272
320,291_8-framed23117-1.jpg,1280,648,ball,758,403,809,476
1839,166_frame3198.jpg,640,360,ball,288,217,306,234
4232,157_sequences_jasper_euro_ball_1_g_00332.jpg,800,600,ball,589,110,625,148
750,292_20-framed867.jpg,1280,720,ball,827,383,896,467
2740,34_leipzig_robocup16_002.599.jpg,800,600,ball,361,236,409,287
4374,156_sequences_jasper_kicking_euro_ball_00910.jpg,800,600,ball,471,261,553,340
848,292_17-framed17866.jpg,1280,720,ball,296,213,337,243
2820,197_1525454951.951607frame02395.jpg,640,360,ball,378,99,415,137
1133,81_test_nagoya_game_b_00085.jpg,800,600,ball,339,276,365,304
2027,IMG_20181003_152540513_BURST016.jpg,3264,1836,ball,1785,777,2760,1640
231,292_24-framed8997-1.jpg,1280,598,ball,888,262,1000,374
337,294_59-framed3973.jpg,1280,720,ball,456,442,538,527
291,291_9-framed17993.jpg,1280,720,ball,256,508,307,582
2889,196_output_01314.jpg,1920,1080,ball,743,427,1151,848
2747,34_leipzig_robocup16_001.378.jpg,800,600,ball,355,334,395,377
546,291_4-framed2434-1.jpg,1280,598,ball,807,246,923,370
1198,6_jun16_seq_pos_000.979.jpg,800,600,ball,276,289,319,338
2043,IMG_20181003_152400696_BURST008.jpg,3264,1836,ball,1093,761,2138,1838
2971,196_output_00122.jpg,1920,1080,ball,743,153,871,271
1544,260_montreal-game01_ae_000001.jpg,800,600,ball,214,185,259,228
2241,IMG_20181003_152537899_HDR.jpg,3264,1836,ball,1747,643,2406,1276
1974,IMG_20181003_153059718_BURST000_COVER.jpg,3264,1836,ball,713,525,1447,1222
2681,197_1525455174.0757031frame04141.jpg,640,360,ball,390,153,480,234
377,294_57-framed3416.jpg,1280,720,ball,406,379,574,521
3939,32_leipzig_robocup16_009.871.jpg,800,600,ball,416,260,478,329
3394,293_32-framed552.jpg,1280,720,ball,351,232,381,262
410,294_56-framed291.jpg,1280,720,ball,722,456,791,517
2791,197_1525455066.4010637frame03304.jpg,640,360,ball,160,196,204,237
2168,IMG_20181001_165213168_BURST013.jpg,3264,1836,ball,1329,729,1865,1260
1880,166_frame2359.jpg,640,360,ball,304,183,322,200
249,292_15-framed2834.jpg,1280,720,ball,610,416,720,524
1964,IMG_20181003_153059718_BURST010.jpg,3264,1836,ball,1774,0,2546,515
3097,295_71-framed3868.jpg,1280,720,ball,105,247,136,277
1594,260_montreal-game01_ab_000170.jpg,800,600,ball,169,226,204,263
1137,81_test_nagoya_game_b_00062.jpg,800,600,ball,370,226,397,252
2933,196_output_00662.jpg,1920,1080,ball,477,518,711,751
443,294_55-framed15439-1.jpg,960,720,ball,370,460,408,499
2750,34_leipzig_robocup16_000.864.jpg,800,600,ball,571,306,625,360
3364,293_33-framed12688-1.jpg,1280,634,ball,632,271,660,298
600,291_3-framed1571.jpg,1280,720,ball,763,358,817,468
3521,295_67-framed2114.jpg,1280,720,ball,529,300,583,356
3476,295_69-framed3298.jpg,1280,720,ball,628,472,685,535
3753,36_euro_ball_game_1_k_00284.jpg,800,600,ball,390,260,431,301
1886,166_frame2287.jpg,640,360,ball,312,207,330,224
2591,197_1525455392.5224311frame05940.jpg,640,360,ball,164,52,222,111
3344,293_33-framed553-1.jpg,1280,634,ball,736,385,770,421
1911,159_wolves_test_b_121.jpg,640,480,ball,143,45,186,88
3542,295_66-framed5734.jpg,1280,720,ball,725,211,751,243
717,292_23-framed10307-1.jpg,1280,598,ball,964,419,1059,521
4141,160_frame0223.jpg,640,360,ball,113,224,170,276
2624,197_1525455295.8876441frame05131.jpg,640,360,ball,245,144,380,243
2250,IMG_20181003_152509603_BURST011.jpg,3264,1836,ball,305,439,1683,1795
2858,197_1525454890.3676755frame01893.jpg,640,360,ball,173,209,215,251
1742,168_frame0271.jpg,640,360,ball,123,156,148,180
1108,81_test_nagoya_game_c_00095.jpg,800,600,ball,636,412,727,502
2984,12_leipzig_robocup16_000.408.jpg,800,600,ball,386,383,481,481
1936,14_leipzig_robocup16_002.343.jpg,800,600,ball,324,473,376,525
3605,293_47-framed3867.jpg,1280,720,ball,469,416,593,539
4258,36_euro_ball_game_1_d_00018.jpg,800,600,ball,578,153,606,179
3086,295_72-framed2441.jpg,1280,720,ball,383,551,458,650
4009,258_bframe0342.jpg,640,360,ball,331,224,439,332
665,291_10-framed8620.jpg,1280,720,ball,299,89,321,108
